Z167.csv,6.30961,0.630961
Z275.csv,9.07304,0.907304
Z325.csv,9.00867,0.900867
Z326.csv,9.78559,0.978559
Z328.csv,10.7552,1.07552
Z329.csv,11.6698,1.16698
Z388.csv,12.4204,1.24204
Z442.csv,22.1988,2.21988
Z492.csv,1.14111,0.114111
Z493.csv,2.27938,0.227938
Z494.csv,4.61939,0.461939
Z495.csv,10.6334,1.06334
Z496.csv,26.5505,2.65505
Z497.csv,21.442,2.1442
Z502.csv,14.4291,1.44291
Z508.csv,12.5887,1.25887
Z514.csv,14.6604,1.46604
Z520.csv,15.8128,1.58128
Z526.csv,14.9497,1.49497
Z532.csv,12.8026,1.28026
Z538.csv,12.8268,1.28268
Z544.csv,13.9878,1.39878
Z546.csv,17.4272,1.74272
Z547.csv,20.4852,2.04852
Z548.csv,24.1448,2.41448
Z549.csv,28.5991,2.85991
Z550.csv,34.1467,3.41467
Z551.csv,41.2779,4.12779
Z552.csv,47.6843,4.76843
Z553.csv,53.9605,5.39605
Z554.csv,63.9731,6.39731
Z555.csv,81.1883,8.11883
Z556.csv,104.471,10.4471
Z557.csv,105.142,10.5142
Z558.csv,122.73,12.273
Z559.csv,124.845,12.4845
Z560.csv,127.394,12.7394
Z561.csv,130.536,13.0536
Z562.csv,134.835,13.4835
Z563.csv,141.309,14.1309
Z564.csv,150.312,15.0312
Z565.csv,163.478,16.3478
Z566.csv,3.49194,0.349194
Z567.csv,4.15698,0.415698
Z568.csv,4.85494,0.485494
Z569.csv,5.57639,0.557639
Z570.csv,7.04259,0.704259
Z571.csv,7.76431,0.776431
Z572.csv,8.46417,0.846417
Z573.csv,9.13362,0.913362
Z574.csv,13.0453,1.30453
Z575.csv,13.6541,1.36541
Z576.csv,14.3371,1.43371
Z577.csv,15.143,1.5143
Z578.csv,23.1265,2.31265
Z579.csv,24.4431,2.44431
Z580.csv,24.819,2.4819
Z581.csv,25.186,2.5186
Z582.csv,25.5499,2.55499
Z583.csv,25.8938,2.58938
Z584.csv,26.2164,2.62164
Z585.csv,26.5078,2.65078
Z586.csv,26.7437,2.67437
Z587.csv,26.9227,2.69227
Z588.csv,27.023,2.7023
Z589.csv,27.0433,2.70433
Z59.csv,2.86629,0.286629
Z590.csv,26.9697,2.69697
Z591.csv,26.8061,2.68061
